,lvl12,etime,pressure,gph,temp,rh,dpdp,wdir,station-code,year,month,day,hour,reltime,npv,lattitude,longitude,wspd
987,30,0.0,27371.557166103103,893.0,0.0,0.0,0.0,320.0,INM00042103,1973.0,5.0,6.0,18.0,9999.0,4.0,303833.0,767667.0,116.75
988,10,0.0,77500.0,1301.2272680061396,0.0,0.0,0.0,310.0,INM00042103,1973.0,5.0,7.0,0.0,9999.0,2.0,303833.0,767667.0,169.5
989,30,0.0,27371.557166103103,1186.0,0.0,0.0,0.0,320.0,INM00042103,1973.0,5.0,7.0,18.0,9999.0,2.0,303833.0,767667.0,87.0
990,30,0.0,38542.9506662568,2588.698345819856,0.0,0.0,0.0,305.90909090909093,INM00042103,1973.0,5.0,8.0,6.0,9999.0,11.0,303833.0,767667.0,142.9090909090909
991,30,0.0,38542.9506662568,2561.425618547129,0.0,0.0,0.0,294.54545454545456,INM00042103,1973.0,5.0,8.0,12.0,9999.0,11.0,303833.0,767667.0,129.36363636363637
992,30,0.0,27371.557166103106,1254.4,0.0,0.0,0.0,305.32021557743127,INM00042103,1973.0,5.0,8.0,18.0,9999.0,5.0,303833.0,767667.0,106.6
993,30,0.0,39929.94027241987,2200.5578490937,0.0,0.0,0.0,315.45454545454544,INM00042103,1973.0,5.0,9.0,0.0,9999.0,11.0,303833.0,767667.0,156.0909090909091
994,30,0.0,42732.22322881444,2100.4602255023024,0.0,0.0,0.0,231.25,INM00042103,1973.0,5.0,9.0,12.0,9999.0,8.0,303833.0,767667.0,64.625
995,30,0.0,27371.557166103103,968.0,0.0,0.0,0.0,307.5,INM00042103,1973.0,5.0,9.0,18.0,9999.0,4.0,303833.0,767667.0,65.25
996,30,0.0,44081.0381107354,1079.0757560020465,0.0,0.0,0.0,180.0,INM00042103,1973.0,5.0,10.0,0.0,9999.0,6.0,303833.0,767667.0,58.833333333333336
997,30,0.0,27371.557166103103,968.0,0.0,0.0,0.0,242.5,INM00042103,1973.0,5.0,10.0,18.0,9999.0,4.0,303833.0,767667.0,73.0
998,30,0.0,41025.48255517984,2230.631311557602,0.0,0.0,0.0,208.88888888888889,INM00042103,1973.0,5.0,11.0,0.0,9999.0,9.0,303833.0,767667.0,63.333333333333336
999,30,0.0,42732.22322881444,2512.9602255023024,0.0,0.0,0.0,278.75,INM00042103,1973.0,5.0,11.0,6.0,9999.0,8.0,303833.0,767667.0,80.125
1000,30,0.0,47422.93429966186,1240.490907202456,0.0,0.0,0.0,319.0,INM00042103,1973.0,5.0,11.0,18.0,9999.0,5.0,303833.0,767667.0,44.8
1001,30,0.0,42732.22322881444,1950.4602255023024,0.0,0.0,0.0,291.875,INM00042103,1973.0,5.0,12.0,0.0,9999.0,8.0,303833.0,767667.0,68.375
1002,10,0.0,47852.445249718214,1250.6136340030698,0.0,0.0,0.0,279.1666666666667,INM00042103,1973.0,5.0,12.0,6.0,9999.0,6.0,303833.0,767667.0,53.833333333333336
1003,30,0.0,38542.9506662568,2643.243800365311,0.0,0.0,0.0,329.09090909090907,INM00042103,1973.0,5.0,12.0,12.0,9999.0,11.0,303833.0,767667.0,64.54545454545455
1004,30,0.0,27371.557166103106,1254.4,0.0,0.0,0.0,320.0,INM00042103,1973.0,5.0,12.0,18.0,9999.0,5.0,303833.0,767667.0,82.8
1005,30,0.0,41025.48255517984,7444.853533779824,0.0,0.0,0.0,307.22222222222223,INM00042103,1973.0,5.0,13.0,0.0,9999.0,9.0,303833.0,767667.0,145.11111111111111
1006,30,0.0,40922.93429966186,2290.4909072024557,0.0,0.0,0.0,303.0,INM00042103,1973.0,5.0,13.0,6.0,9999.0,10.0,303833.0,767667.0,119.6
1007,10,0.0,68333.33333333333,1301.2272680061396,0.0,0.0,0.0,313.3333333333333,INM00042103,1973.0,5.0,13.0,12.0,9999.0,3.0,303833.0,767667.0,123.0
1008,30,0.0,47422.93429966186,1240.490907202456,0.0,0.0,0.0,310.0,INM00042103,1973.0,5.0,13.0,18.0,9999.0,5.0,303833.0,767667.0,50.0
1009,30,0.0,27371.557166103103,750.0,0.0,0.0,0.0,150.0,INM00042103,1973.0,5.0,14.0,0.0,9999.0,2.0,303833.0,767667.0,64.0
1010,30,0.0,27371.557166103103,750.0,0.0,0.0,0.0,212.5,INM00042103,1973.0,5.0,14.0,6.0,9999.0,2.0,303833.0,767667.0,12.5
1011,30,0.0,27371.557166103103,1350.0,0.0,0.0,0.0,300.4002694717891,INM00042103,1973.0,5.0,14.0,12.0,9999.0,4.0,303833.0,767667.0,35.75
1012,30,0.0,27371.557166103106,1314.4,0.0,0.0,0.0,181.0,INM00042103,1973.0,5.0,14.0,18.0,9999.0,5.0,303833.0,767667.0,36.6
1013,30,0.0,27371.557166103103,893.0,0.0,0.0,0.0,320.0,INM00042103,1973.0,5.0,15.0,0.0,9999.0,4.0,303833.0,767667.0,93.5
1014,30,0.0,37397.24573288248,1937.4454536012279,0.0,0.0,0.0,160.0,INM00042103,1973.0,5.0,15.0,6.0,9999.0,10.0,303833.0,767667.0,54.5
1015,30,0.0,44081.0381107354,2483.742422668713,0.0,0.0,0.0,276.6666666666667,INM00042103,1973.0,5.0,15.0,12.0,9999.0,6.0,303833.0,767667.0,83.66666666666667
1016,30,0.0,39903.667874577324,1184.306817001535,0.0,0.0,0.0,153.125,INM00042103,1973.0,5.0,15.0,18.0,9999.0,8.0,303833.0,767667.0,36.875
1017,30,0.0,27371.557166103106,1014.4,0.0,0.0,0.0,155.0,INM00042103,1973.0,5.0,16.0,0.0,9999.0,5.0,303833.0,767667.0,70.6
1018,30,0.0,27371.557166103103,1200.0,0.0,0.0,0.0,237.5,INM00042103,1973.0,5.0,16.0,6.0,9999.0,4.0,303833.0,767667.0,127.25
1019,30,0.0,27371.557166103103,750.0,0.0,0.0,0.0,127.5,INM00042103,1973.0,5.0,16.0,12.0,9999.0,2.0,303833.0,767667.0,45.5
1020,30,0.0,44081.0381107354,1333.7424226687133,0.0,0.0,0.0,204.16666666666666,INM00042103,1973.0,5.0,16.0,18.0,9999.0,6.0,303833.0,767667.0,50.166666666666664
1021,30,0.0,44081.0381107354,1079.0757560020465,0.0,0.0,0.0,162.5,INM00042103,1973.0,5.0,17.0,0.0,9999.0,6.0,303833.0,767667.0,57.166666666666664
1022,30,0.0,27371.557166103103,1575.0,0.0,0.0,0.0,158.75,INM00042103,1973.0,5.0,17.0,6.0,9999.0,4.0,303833.0,767667.0,70.5
1023,30,0.0,27371.557166103103,1200.0,0.0,0.0,0.0,315.0,INM00042103,1973.0,5.0,17.0,12.0,9999.0,3.0,303833.0,767667.0,42.333333333333336
1024,30,0.0,47422.93429966186,1240.490907202456,0.0,0.0,0.0,217.0,INM00042103,1973.0,5.0,17.0,18.0,9999.0,5.0,303833.0,767667.0,26.2
1025,30,0.0,41693.969404359355,1614.6363622874685,0.0,0.0,0.0,253.80015398387948,INM00042103,1973.0,5.0,18.0,0.0,9999.0,7.0,303833.0,767667.0,34.857142857142854
1026,30,0.0,39660.09001627217,2790.368180401842,0.0,0.0,0.0,277.0,INM00042103,1973.0,5.0,18.0,6.0,9999.0,10.0,303833.0,767667.0,72.7
1027,30,0.0,38542.9506662568,2561.425618547129,0.0,0.0,0.0,277.27272727272725,INM00042103,1973.0,5.0,18.0,12.0,9999.0,11.0,303833.0,767667.0,58.18181818181818
1028,30,0.0,27371.557166103103,968.0,0.0,0.0,0.0,310.0,INM00042103,1973.0,5.0,18.0,18.0,9999.0,4.0,303833.0,767667.0,51.0
1029,30,0.0,42428.64287005728,2478.3232302249507,0.0,0.0,0.0,283.3333333333333,INM00042103,1973.0,5.0,19.0,0.0,9999.0,9.0,303833.0,767667.0,53.888888888888886
1030,30,0.0,27371.557166103103,3712.5,0.0,0.0,0.0,258.75,INM00042103,1973.0,5.0,19.0,6.0,9999.0,8.0,303833.0,767667.0,88.375
1031,30,0.0,38542.9506662568,2588.698345819856,0.0,0.0,0.0,305.45454545454544,INM00042103,1973.0,5.0,19.0,12.0,9999.0,11.0,303833.0,767667.0,90.0909090909091
1032,30,0.0,44081.0381107354,1083.7424226687133,0.0,0.0,0.0,198.6001796478594,INM00042103,1973.0,5.0,19.0,18.0,9999.0,6.0,303833.0,767667.0,41.666666666666664
1033,30,0.0,38664.37144406873,2606.40908933538,0.0,0.0,0.0,306.1001796478594,INM00042103,1973.0,5.0,20.0,0.0,9999.0,12.0,303833.0,767667.0,140.5
1034,30,0.0,36824.27474315623,2444.2832156937247,0.0,0.0,0.0,275.0,INM00042103,1973.0,5.0,20.0,6.0,9999.0,13.0,303833.0,767667.0,134.69230769230768
1035,30,0.0,39660.09001627217,2790.368180401842,0.0,0.0,0.0,327.5,INM00042103,1973.0,5.0,20.0,12.0,9999.0,10.0,303833.0,767667.0,71.0
1036,30,0.0,27371.557166103106,1254.4,0.0,0.0,0.0,322.0,INM00042103,1973.0,5.0,20.0,18.0,9999.0,5.0,303833.0,767667.0,89.0
1037,30,0.0,47422.93429966186,1240.490907202456,0.0,0.0,0.0,309.0,INM00042103,1973.0,5.0,21.0,0.0,9999.0,5.0,303833.0,767667.0,149.0
1038,30,0.0,36288.988906969076,2386.0505040013645,0.0,0.0,0.0,302.77777777777777,INM00042103,1973.0,5.0,21.0,12.0,9999.0,9.0,303833.0,767667.0,111.11111111111111
1039,30,0.0,38664.37144406873,2656.40908933538,0.0,0.0,0.0,312.9166666666667,INM00042103,1973.0,5.0,22.0,0.0,9999.0,12.0,303833.0,767667.0,107.16666666666667
1040,30,0.0,38664.37144406873,2656.40908933538,0.0,0.0,0.0,318.3333333333333,INM00042103,1973.0,5.0,22.0,6.0,9999.0,12.0,303833.0,767667.0,107.41666666666667
1041,30,0.0,38542.9506662568,2588.698345819856,0.0,0.0,0.0,306.8181818181818,INM00042103,1973.0,5.0,22.0,12.0,9999.0,11.0,303833.0,767667.0,112.9090909090909
1042,30,0.0,27371.557166103103,1100.0,0.0,0.0,0.0,331.6666666666667,INM00042103,1973.0,5.0,22.0,18.0,9999.0,3.0,303833.0,767667.0,149.0
1043,30,0.0,39660.09001627217,2787.568180401842,0.0,0.0,0.0,276.48032336614693,INM00042103,1973.0,5.0,23.0,0.0,9999.0,10.0,303833.0,767667.0,110.9
1044,30,0.0,37612.00120791066,2547.9734836682014,0.0,0.0,0.0,277.0833333333333,INM00042103,1973.0,5.0,23.0,6.0,9999.0,12.0,303833.0,767667.0,136.41666666666666
1045,30,0.0,39660.09001627217,2790.368180401842,0.0,0.0,0.0,310.5,INM00042103,1973.0,5.0,23.0,12.0,9999.0,10.0,303833.0,767667.0,99.9
1046,30,0.0,27371.557166103103,590.6666666666666,0.0,0.0,0.0,326.6666666666667,INM00042103,1973.0,5.0,23.0,18.0,9999.0,3.0,303833.0,767667.0,66.33333333333333
1047,30,0.0,39929.94027241987,2200.5578490937,0.0,0.0,0.0,305.0,INM00042103,1973.0,5.0,24.0,0.0,9999.0,11.0,303833.0,767667.0,120.36363636363636
1048,30,0.0,38466.741680226805,2039.8446950025582,0.0,0.0,0.0,255.41666666666666,INM00042103,1973.0,5.0,24.0,6.0,9999.0,12.0,303833.0,767667.0,104.83333333333333
1049,30,0.0,41693.969404359355,2771.7792194303256,0.0,0.0,0.0,287.14285714285717,INM00042103,1973.0,5.0,24.0,12.0,9999.0,7.0,303833.0,767667.0,94.42857142857143
1050,30,0.0,44081.0381107354,1333.7424226687133,0.0,0.0,0.0,304.1666666666667,INM00042103,1973.0,5.0,24.0,18.0,9999.0,6.0,303833.0,767667.0,81.0
1051,30,0.0,39690.99092388379,2818.628097456778,0.0,0.0,0.0,283.1818181818182,INM00042103,1973.0,5.0,25.0,0.0,9999.0,11.0,303833.0,767667.0,117.63636363636364
1052,10,0.0,47500.0,1301.2272680061396,0.0,0.0,0.0,289.1502694717891,INM00042103,1973.0,5.0,25.0,6.0,9999.0,4.0,303833.0,767667.0,137.5
1053,30,0.0,44081.0381107354,1079.0757560020465,0.0,0.0,0.0,318.3333333333333,INM00042103,1973.0,5.0,25.0,12.0,9999.0,6.0,303833.0,767667.0,78.33333333333333
1054,30,0.0,27371.557166103103,1200.0,0.0,0.0,0.0,325.0,INM00042103,1973.0,5.0,25.0,18.0,9999.0,3.0,303833.0,767667.0,178.33333333333334
1055,30,0.0,38542.9506662568,2561.425618547129,0.0,0.0,0.0,312.27272727272725,INM00042103,1973.0,5.0,26.0,0.0,9999.0,11.0,303833.0,767667.0,160.72727272727272
1056,30,0.0,37997.88133298652,2482.933564617746,0.0,0.0,0.0,280.0,INM00042103,1973.0,5.0,26.0,6.0,9999.0,13.0,303833.0,767667.0,139.0
1057,30,0.0,41693.969404359355,2043.207790858897,0.0,0.0,0.0,308.57142857142856,INM00042103,1973.0,5.0,26.0,12.0,9999.0,7.0,303833.0,767667.0,148.28571428571428
1058,30,0.0,27371.557166103103,1100.0,0.0,0.0,0.0,316.6666666666667,INM00042103,1973.0,5.0,26.0,18.0,9999.0,3.0,303833.0,767667.0,173.0
1059,10,0.0,45714.28571428572,1301.2272680061396,0.0,0.0,0.0,296.42857142857144,INM00042103,1973.0,5.0,27.0,0.0,9999.0,7.0,303833.0,767667.0,186.57142857142858
1060,30,0.0,41025.48255517984,2597.2979782242687,0.0,0.0,0.0,292.95567532079514,INM00042103,1973.0,5.0,27.0,6.0,9999.0,9.0,303833.0,767667.0,99.66666666666667
1061,10,0.0,68333.33333333333,1301.2272680061396,0.0,0.0,0.0,306.6666666666667,INM00042103,1973.0,5.0,27.0,12.0,9999.0,3.0,303833.0,767667.0,89.0
1062,30,0.0,27371.557166103103,1200.0,0.0,0.0,0.0,325.0,INM00042103,1973.0,5.0,27.0,18.0,9999.0,3.0,303833.0,767667.0,32.0
1063,30,0.0,39660.09001627217,3060.368180401842,0.0,0.0,0.0,220.0,INM00042103,1973.0,5.0,28.0,0.0,9999.0,10.0,303833.0,767667.0,71.0
1064,30,0.0,27371.557166103103,968.0,0.0,0.0,0.0,112.5,INM00042103,1973.0,5.0,28.0,6.0,9999.0,4.0,303833.0,767667.0,119.25
1065,30,0.0,41693.969404359355,1439.207790858897,0.0,0.0,0.0,167.85714285714286,INM00042103,1973.0,5.0,28.0,18.0,9999.0,7.0,303833.0,767667.0,79.0
1066,30,0.0,39903.667874577324,2725.306817001535,0.0,0.0,0.0,217.5,INM00042103,1973.0,5.0,29.0,0.0,9999.0,8.0,303833.0,767667.0,59.375
1067,30,0.0,37397.24573288248,2150.245453601228,0.0,0.0,0.0,260.0,INM00042103,1973.0,5.0,29.0,6.0,9999.0,10.0,303833.0,767667.0,26.6
1068,30,0.0,42732.22322881444,2437.9602255023024,0.0,0.0,0.0,256.25,INM00042103,1973.0,5.0,29.0,12.0,9999.0,8.0,303833.0,767667.0,64.0
1069,30,0.0,27371.557166103103,1453.142857142857,0.0,0.0,0.0,201.42857142857142,INM00042103,1973.0,5.0,29.0,18.0,9999.0,7.0,303833.0,767667.0,42.0
1070,30,0.0,38511.2111291913,2455.8282817791423,0.0,0.0,0.0,150.0,INM00042103,1973.0,5.0,30.0,0.0,9999.0,9.0,303833.0,767667.0,46.22222222222222
1071,30,0.0,38511.2111291913,1886.0505040013643,0.0,0.0,0.0,255.17789754301737,INM00042103,1973.0,5.0,30.0,6.0,9999.0,9.0,303833.0,767667.0,32.0
1072,30,0.0,27371.557166103103,968.0,0.0,0.0,0.0,237.5,INM00042103,1973.0,5.0,30.0,12.0,9999.0,4.0,303833.0,767667.0,10.0
1073,10,0.0,52435.77858305155,868.6136340030698,0.0,0.0,0.0,192.5,INM00042103,1973.0,5.0,30.0,18.0,9999.0,4.0,303833.0,767667.0,63.75
1074,30,0.0,44081.0381107354,1629.0757560020465,0.0,0.0,0.0,228.33333333333334,INM00042103,1973.0,5.0,31.0,0.0,9999.0,6.0,303833.0,767667.0,73.33333333333333
1075,30,0.0,39660.09001627217,2187.568180401842,0.0,0.0,0.0,230.0,INM00042103,1973.0,5.0,31.0,6.0,9999.0,10.0,303833.0,767667.0,58.8
1076,30,0.0,47422.93429966186,1240.490907202456,0.0,0.0,0.0,213.0,INM00042103,1973.0,5.0,31.0,12.0,9999.0,5.0,303833.0,767667.0,26.4
1077,30,0.0,27371.557166103103,1200.0,0.0,0.0,0.0,330.0,INM00042103,1973.0,5.0,31.0,18.0,9999.0,3.0,303833.0,767667.0,126.66666666666667
1078,30,0.0,27371.557166103103,4400.0,0.0,0.0,0.0,268.3333333333333,INM00042103,1973.0,6.0,1.0,0.0,9999.0,3.0,303833.0,767667.0,97.66666666666667
1079,30,0.0,39903.667874577324,1484.306817001535,0.0,0.0,0.0,298.125,INM00042103,1973.0,6.0,1.0,6.0,9999.0,8.0,303833.0,767667.0,28.875
1080,30,0.0,47422.93429966186,1240.490907202456,0.0,0.0,0.0,341.0,INM00042103,1973.0,6.0,1.0,18.0,9999.0,5.0,303833.0,767667.0,54.0
1081,30,0.0,42732.22322881444,1950.4602255023024,0.0,0.0,0.0,245.625,INM00042103,1973.0,6.0,2.0,0.0,9999.0,8.0,303833.0,767667.0,54.25
1082,30,0.0,39660.09001627217,2187.568180401842,0.0,0.0,0.0,275.0,INM00042103,1973.0,6.0,2.0,6.0,9999.0,10.0,303833.0,767667.0,43.8
1083,30,0.0,41693.969404359355,1567.7792194303256,0.0,0.0,0.0,302.85714285714283,INM00042103,1973.0,6.0,2.0,12.0,9999.0,7.0,303833.0,767667.0,80.71428571428571
1084,10,0.0,52435.77858305155,1025.6136340030698,0.0,0.0,0.0,176.25,INM00042103,1973.0,6.0,2.0,18.0,9999.0,4.0,303833.0,767667.0,21.25
1085,30,0.0,39660.09001627217,2187.568180401842,0.0,0.0,0.0,225.0,INM00042103,1973.0,6.0,3.0,0.0,9999.0,10.0,303833.0,767667.0,83.3
1086,30,0.0,27371.557166103103,2396.5,0.0,0.0,0.0,208.75,INM00042103,1973.0,6.0,3.0,6.0,9999.0,8.0,303833.0,767667.0,54.875
1087,30,0.0,27371.557166103103,1200.0,0.0,0.0,0.0,291.6666666666667,INM00042103,1973.0,6.0,3.0,12.0,9999.0,3.0,303833.0,767667.0,43.333333333333336
1088,30,0.0,38511.2111291913,2152.717170668031,0.0,0.0,0.0,255.55555555555554,INM00042103,1973.0,6.0,4.0,0.0,9999.0,9.0,303833.0,767667.0,68.88888888888889
1089,30,0.0,39903.667874577324,2046.806817001535,0.0,0.0,0.0,203.125,INM00042103,1973.0,6.0,4.0,6.0,9999.0,8.0,303833.0,767667.0,49.0
1090,30,0.0,27371.557166103103,750.0,0.0,0.0,0.0,175.0,INM00042103,1973.0,6.0,4.0,18.0,9999.0,2.0,303833.0,767667.0,43.5
1091,30,0.0,39903.667874577324,1184.306817001535,0.0,0.0,0.0,203.95013473589455,INM00042103,1973.0,6.0,5.0,0.0,9999.0,8.0,303833.0,767667.0,53.75
1092,30,0.0,44081.0381107354,1079.0757560020465,0.0,0.0,0.0,320.0,INM00042103,1973.0,6.0,5.0,12.0,9999.0,6.0,303833.0,767667.0,78.33333333333333
1093,30,0.0,27371.557166103103,968.0,0.0,0.0,0.0,321.25,INM00042103,1973.0,6.0,5.0,18.0,9999.0,4.0,303833.0,767667.0,91.0
1094,30,0.0,27371.557166103103,1200.0,0.0,0.0,0.0,328.3333333333333,INM00042103,1973.0,6.0,6.0,0.0,9999.0,3.0,303833.0,767667.0,104.33333333333333
1095,30,0.0,44081.0381107354,1079.0757560020465,0.0,0.0,0.0,221.66666666666666,INM00042103,1973.0,6.0,6.0,6.0,9999.0,6.0,303833.0,767667.0,70.0
1096,30,0.0,27371.557166103103,1090.6666666666667,0.0,0.0,0.0,305.0,INM00042103,1973.0,6.0,6.0,12.0,9999.0,3.0,303833.0,767667.0,80.0
1097,30,0.0,41693.969404359355,1096.3506480017543,0.0,0.0,0.0,194.28571428571428,INM00042103,1973.0,6.0,7.0,6.0,9999.0,7.0,303833.0,767667.0,52.42857142857143
1098,30,0.0,27371.557166103103,436.0,0.0,0.0,0.0,275.0,INM00042103,1973.0,6.0,7.0,12.0,9999.0,2.0,303833.0,767667.0,40.5
1099,30,0.0,27371.557166103103,1395.3333333333333,0.0,0.0,0.0,182.5,INM00042103,1973.0,6.0,8.0,0.0,9999.0,6.0,303833.0,767667.0,97.16666666666667
1100,30,0.0,41693.969404359355,1096.3506480017543,0.0,0.0,0.0,222.85714285714286,INM00042103,1973.0,6.0,8.0,6.0,9999.0,7.0,303833.0,767667.0,58.285714285714285
1101,30,0.0,27371.557166103103,590.6666666666666,0.0,0.0,0.0,301.6666666666667,INM00042103,1973.0,6.0,8.0,12.0,9999.0,3.0,303833.0,767667.0,34.0
1102,30,0.0,27371.557166103103,743.0,0.0,0.0,0.0,143.75,INM00042103,1973.0,6.0,8.0,18.0,9999.0,4.0,303833.0,767667.0,70.25
1103,30,0.0,27371.557166103103,968.0,0.0,0.0,0.0,140.0,INM00042103,1973.0,6.0,9.0,0.0,9999.0,4.0,303833.0,767667.0,76.75
1104,30,0.0,39903.667874577324,1409.306817001535,0.0,0.0,0.0,179.375,INM00042103,1973.0,6.0,9.0,6.0,9999.0,8.0,303833.0,767667.0,56.875
1105,30,0.0,27371.557166103103,968.0,0.0,0.0,0.0,106.25,INM00042103,1973.0,6.0,9.0,12.0,9999.0,4.0,303833.0,767667.0,61.25
1106,30,0.0,27371.557166103103,590.6666666666666,0.0,0.0,0.0,110.0,INM00042103,1973.0,6.0,10.0,0.0,9999.0,3.0,303833.0,767667.0,80.33333333333333
1107,30,0.0,27371.557166103103,1145.3333333333333,0.0,0.0,0.0,169.16666666666666,INM00042103,1973.0,6.0,10.0,6.0,9999.0,6.0,303833.0,767667.0,53.0
1108,30,0.0,39903.667874577324,2387.806817001535,0.0,0.0,0.0,299.375,INM00042103,1973.0,6.0,10.0,12.0,9999.0,8.0,303833.0,767667.0,66.625
1109,10,0.0,52435.77858305155,943.6136340030698,0.0,0.0,0.0,157.5,INM00042103,1973.0,6.0,10.0,18.0,9999.0,4.0,303833.0,767667.0,44.5
1110,30,0.0,27371.557166103103,990.6666666666666,0.0,0.0,0.0,116.66666666666667,INM00042103,1973.0,6.0,11.0,0.0,9999.0,3.0,303833.0,767667.0,52.666666666666664
1111,30,0.0,41693.969404359355,1657.4935051446114,0.0,0.0,0.0,163.80015398387948,INM00042103,1973.0,6.0,11.0,12.0,9999.0,7.0,303833.0,767667.0,37.857142857142854
1112,30,0.0,44081.0381107354,1079.0757560020465,0.0,0.0,0.0,179.43351298119273,INM00042103,1973.0,6.0,11.0,18.0,9999.0,6.0,303833.0,767667.0,29.5
1113,30,0.0,37397.24573288248,2117.445453601228,0.0,0.0,0.0,219.5,INM00042103,1973.0,6.0,12.0,0.0,9999.0,10.0,303833.0,767667.0,53.0
1114,30,0.0,27371.557166103103,968.0,0.0,0.0,0.0,151.25,INM00042103,1973.0,6.0,12.0,6.0,9999.0,4.0,303833.0,767667.0,36.75
1115,10,0.0,47422.93429966186,874.8909072024559,0.0,0.0,0.0,134.0,INM00042103,1973.0,6.0,12.0,12.0,9999.0,5.0,303833.0,767667.0,36.0
1116,30,0.0,27371.557166103103,968.0,0.0,0.0,0.0,167.5,INM00042103,1973.0,6.0,13.0,0.0,9999.0,4.0,303833.0,767667.0,97.25
1117,30,0.0,27371.557166103103,968.0,0.0,0.0,0.0,220.0,INM00042103,1973.0,6.0,13.0,6.0,9999.0,4.0,303833.0,767667.0,27.75
1118,30,0.0,27371.557166103103,590.6666666666666,0.0,0.0,0.0,170.0,INM00042103,1973.0,6.0,13.0,18.0,9999.0,3.0,303833.0,767667.0,32.0
1119,30,0.0,27371.557166103103,590.6666666666666,0.0,0.0,0.0,163.33333333333334,INM00042103,1973.0,6.0,14.0,0.0,9999.0,3.0,303833.0,767667.0,39.0
1120,30,0.0,27371.557166103103,590.6666666666666,0.0,0.0,0.0,198.33333333333334,INM00042103,1973.0,6.0,14.0,6.0,9999.0,3.0,303833.0,767667.0,39.0
1121,30,0.0,27371.557166103103,590.6666666666666,0.0,0.0,0.0,150.0,INM00042103,1973.0,6.0,14.0,18.0,9999.0,3.0,303833.0,767667.0,16.666666666666668
1122,30,0.0,27371.557166103103,590.6666666666666,0.0,0.0,0.0,261.6666666666667,INM00042103,1973.0,6.0,15.0,0.0,9999.0,3.0,303833.0,767667.0,54.666666666666664
1123,30,0.0,27371.557166103103,590.6666666666666,0.0,0.0,0.0,236.66666666666666,INM00042103,1973.0,6.0,15.0,6.0,9999.0,3.0,303833.0,767667.0,13.333333333333334
1124,30,0.0,27371.557166103103,590.6666666666666,0.0,0.0,0.0,120.0,INM00042103,1973.0,6.0,15.0,12.0,9999.0,3.0,303833.0,767667.0,49.333333333333336
1125,30,0.0,27371.557166103103,590.6666666666666,0.0,0.0,0.0,200.0,INM00042103,1973.0,6.0,16.0,0.0,9999.0,3.0,303833.0,767667.0,27.0
1126,30,0.0,27371.557166103103,590.6666666666666,0.0,0.0,0.0,166.66666666666666,INM00042103,1973.0,6.0,16.0,6.0,9999.0,3.0,303833.0,767667.0,52.666666666666664
1127,30,0.0,27371.557166103103,590.6666666666666,0.0,0.0,0.0,158.33333333333334,INM00042103,1973.0,6.0,16.0,12.0,9999.0,3.0,303833.0,767667.0,39.333333333333336
1128,30,0.0,27371.557166103103,590.6666666666666,0.0,0.0,0.0,135.0,INM00042103,1973.0,6.0,16.0,18.0,9999.0,3.0,303833.0,767667.0,69.66666666666667
1129,30,0.0,27371.557166103103,590.6666666666666,0.0,0.0,0.0,141.66666666666666,INM00042103,1973.0,6.0,17.0,0.0,9999.0,3.0,303833.0,767667.0,52.666666666666664
1130,30,0.0,27371.557166103103,590.6666666666666,0.0,0.0,0.0,60.0,INM00042103,1973.0,6.0,17.0,6.0,9999.0,3.0,303833.0,767667.0,37.333333333333336
1131,30,0.0,27371.557166103103,750.0,0.0,0.0,0.0,205.0,INM00042103,1973.0,6.0,17.0,12.0,9999.0,2.0,303833.0,767667.0,15.0
1132,30,0.0,27371.557166103103,750.0,0.0,0.0,0.0,72.5,INM00042103,1973.0,6.0,17.0,18.0,9999.0,2.0,303833.0,767667.0,89.5
1133,30,0.0,27371.557166103106,954.4,0.0,0.0,0.0,137.0,INM00042103,1973.0,6.0,18.0,12.0,9999.0,5.0,303833.0,767667.0,64.2
1134,30,0.0,27371.557166103103,743.0,0.0,0.0,0.0,160.0,INM00042103,1973.0,6.0,18.0,18.0,9999.0,4.0,303833.0,767667.0,48.25
1135,30,0.0,27371.557166103103,590.6666666666666,0.0,0.0,0.0,128.33333333333334,INM00042103,1973.0,6.0,19.0,0.0,9999.0,3.0,303833.0,767667.0,68.33333333333333
1136,30,0.0,27371.557166103103,590.6666666666666,0.0,0.0,0.0,75.0,INM00042103,1973.0,6.0,19.0,12.0,9999.0,3.0,303833.0,767667.0,49.333333333333336
1137,30,0.0,27371.557166103103,1650.0,0.0,0.0,0.0,257.5,INM00042103,1973.0,6.0,19.0,18.0,9999.0,2.0,303833.0,767667.0,66.5
1138,30,0.0,27371.557166103103,968.0,0.0,0.0,0.0,171.25,INM00042103,1973.0,6.0,20.0,0.0,9999.0,4.0,303833.0,767667.0,83.25
1139,30,0.0,27371.557166103103,968.0,0.0,0.0,0.0,176.25,INM00042103,1973.0,6.0,20.0,6.0,9999.0,4.0,303833.0,767667.0,65.25
1140,30,0.0,44081.0381107354,1079.0757560020465,0.0,0.0,0.0,168.33333333333334,INM00042103,1973.0,6.0,20.0,12.0,9999.0,6.0,303833.0,767667.0,62.166666666666664
1141,30,0.0,27371.557166103103,1200.0,0.0,0.0,0.0,220.0,INM00042103,1973.0,6.0,20.0,18.0,9999.0,3.0,303833.0,767667.0,113.0
